agent_id	claim	value	exact_command	seed	artifact_path
A13	wls2 delta replicate seed 20260730	77.8% -> 92.2%, +14.37 pts, b=5 c=82	node A1/rig/compare.v2.mjs A13/A13-baseline-s20260730.jsonl A13/A13-wls2-s20260730.jsonl	20260730	docs/surgery/CAMPAIGN/solver-brain/A13/A13-wls2-s20260730.jsonl
A13	wls2 delta replicate seed 8675309	78.0% -> 92.0%, +13.99 pts, b=5 c=80	node A1/rig/compare.v2.mjs A13/A13-baseline-s8675309.jsonl A13/A13-wls2-s8675309.jsonl	8675309	docs/surgery/CAMPAIGN/solver-brain/A13/A13-wls2-s8675309.jsonl
A13	n-knob per-role portioning (role, k up to 5) vs baseline, satisfiable-only	77.1% -> 92.2%, +15.11 pts, b=4 c=85	node A1/rig/compare.v2.mjs A13/A13-baseline-s424242.jsonl A13/A13-role-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-role-s424242.jsonl
A13	KEY NULL: n-knob buys nothing OVER 2-knob once the objective is 4-macro	+0.37 pts, b=8 c=10 - not distinguishable from zero at n=536 (C14 floor 3.5)	node A1/rig/compare.v2.mjs A13/A13-wls2-s424242.jsonl A13/A13-role-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-role-s424242.jsonl
A13	the WEIGHTS carry the gain, not the knobs: tolerance-normalised vs optimizer.js L42/L81 {kcal:1,protein:1,fat:0.1,carb:0.1}, both n-knob	86.6% -> 92.2%, +5.60 pts, b=10 c=40	node A1/rig/compare.v2.mjs A13/A13-a10w-s424242.jsonl A13/A13-role-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-a10w-s424242.jsonl
A13	removing the protein overshoot hinge	91.8% -> 88.8%, -2.99 pts, b=25 c=9 - UNRESOLVED under C14 (|d| < 3.5)	node A1/rig/compare.v2.mjs A13/A13-v2tol-s424242.jsonl A13/A13-nohinge-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-nohinge-s424242.jsonl
A13	per-role BOXES (veg 0.75-2.0, fat 0.5-1.5) vs one shared box, both n-knob	92.2% -> 91.6%, -0.56 pts, b=12 c=9 - UNRESOLVED under C14	node A1/rig/compare.v2.mjs A13/A13-role-s424242.jsonl A13/A13-roleb-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-roleb-s424242.jsonl
A13	KILL-CONDITION RESULT: n-knob RAISES any-knob pinning on satisfiable served slots	39.4% (996/2525) -> 61.5% (1553/2524)	node a13-pinmiss.mjs A13-role-s424242.jsonl A13-diag-role-s424242.json	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-role-s424242-pinmiss.json
A13	pinning is not diagnostic: share of IN-BAND satisfiable days that touch a bound, role variant	473/494 = 95.7% (baseline 306/413 = 74.1%)	node a13-pinmiss.mjs A13-role-s424242.jsonl A13-diag-role-s424242.json	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-role-s424242-pinmiss.json
A13	C10 FLOOR MOVED ALONE (box min 0.5 -> 0.25, ceiling max:2 UNCHANGED), legacy 2-knob solve	77.1% -> 81.3%, +4.29 pts, McNemar CI +1.41..+7.17, b=20 c=43	A13_FLOOR=0.25 A13_SOLVER=off node --require ./A13/a13-hook-v3.cjs A1/rig/runRig.mjs --agent=A13 --pop=personas --seed=424242 --label=floor25	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-floor25-s424242.jsonl
A13	the ONLY arm that cuts pinning is the floor widening	any-knob pinned 39.4% -> 27.2%; pinned-given-miss 86.5% -> 63.9%	A13_LO=0.25 node a13-floorstat.mjs A13-floor25-s424242.jsonl A13-diag-floor25-s424242.json	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-floor25-s424242.jsonl
A13	BEST ARM: floor 0.25 + 2-knob 4-macro objective, satisfiable-only	77.1% -> 97.0% (520/536), +19.96 pts, McNemar CI +16.54..+23.39, b=1 c=108	node A1/rig/compare.v2.mjs A13/A13-baseline-s424242.jsonl A13/A13-floor25w-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-floor25w-s424242.jsonl
A13	best arm, all-days secondary (rig 622 judged days; A3 ceiling 91.0%)	434/622 = 69.8% -> 548/622 = 88.1%	node A1/rig/compare.v2.mjs A13/A13-baseline-s424242.jsonl A13/A13-floor25w-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-floor25w-s424242.jsonl
A13	SERVABILITY PRICE of the 0.25 floor (the cost the compliance is bought with)	35.5% of served satisfiable slots carry a knob below the old 0.5x floor; max role-scale spread 8.0x vs 4.0x; 10.4% of slots spread >4x	A13_LO=0.25 node a13-floorstat.mjs A13-floor25w-s424242.jsonl A13-diag-floor25w-s424242.json	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-floor25w-s424242.jsonl
A13	C9 tie-in: the 4-macro portioner TRIMS, which the add-only macro closer cannot - satisfiable days with fat OVER band	255/536 baseline -> 152/536 wls2 -> fatOk 84.9% -> 94.6%	node a13-macrobreak.mjs A13-baseline-s424242.jsonl A13-wls2-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-macro-breakdown.json
A13	HONESTY SIDE EFFECT: slot-level warnings RISE while day misses fall (per-slot gate is kcal+protein only, C8)	warned satisfiable slots 341 baseline -> 405 wls2 (13.5% -> 16.0%); floor25w back to 343	node a13-pinmiss.mjs A13-wls2-s424242.jsonl A13-diag-wls2-s424242.json	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-wls2-s424242-pinmiss.json
A13	INSTRUMENT CHECKS, all 16 A13 arms	verdict-disagreements 0 / kcal-drift>1 0 / crashes 0 / silent-miss 0 / invalid records 0	node A1/rig/compare.v2.mjs on every pair; [rig] INSTRUMENT CHECKS line on every run	all	docs/surgery/CAMPAIGN/solver-brain/A13/
A13	C18 compliance	A13/dev.db untouched (dbHash e55f52e53658a086 on all 16 arms incl. the two run 07-31); checkdb.mjs never invoked, --fix never run	head -1 A13-*.jsonl -> run.dbHash	all	docs/surgery/CAMPAIGN/solver-brain/A13/dev.db
A18	HEADLINE (MEASURED): the {kcal:1 protein:1 fat:0.1 carb:0.1} objective A18 was assigned to sweep is UNREACHABLE — brain/optimizer.js:42/:81 never loads under BRAIN=off	0 of 1 hook edits applied; hook exited 3 with "a target module was never loaded. THIS RUN IS INVALID"; in-band 434/622 = baseline exactly	cd A1/rig; DATABASE_URL=file:<abs>/A18/dev.db BRAIN=off A18_EDITS=optdormant node --require ../../A18/a18-hook.cjs runRig.mjs --agent=A18 --pop=personas --seed=<S> --label=optdormant --out=<abs>/A18/A18-optdormant-s<S>.jsonl --quiet (A18_EDITS patched brain/optimizer.js residualOf default weights to {kcal:0,protein:0,fat:1000,carb:1000})	424242	docs/surgery/CAMPAIGN/solver-brain/A18/A18-optdormant-s424242.jsonl
A18	CONTROL (MEASURED): hookidentity no-op proves the preload hook itself changes nothing	byte-identical 639/639 days; satisfiable 413/536 -> 413/536; delta 0.00 pts; b=0 c=0	node A1/rig/compare.v2.mjs A18-baseline-s424242.jsonl A18-hookidentity-s424242.jsonl --json=A18-ab-hookidentity-s424242.json	424242	docs/surgery/CAMPAIGN/solver-brain/A18/A18-ab-hookidentity-s424242.json
A18	MEASURED: SCORE_WEIGHTS (mealSolver.js:127) is REACHED and reshuffles plans but moves net compliance 0.00 pts in all 5 weight arms	w-equal 0.00 [-0.90,+0.90] b=3 c=3; w-graderline 0.00 [-1.16,+1.16] b=5 c=5; w-fatheavy 0.00 [-0.52,+0.52] b=1 c=1; w-fatcarb 0.00 [-0.52,+0.52] b=1 c=1; w-kcalonly 0.00 [-1.16,+1.16] b=5 c=5; all satisfiable 413/536 -> 413/536	node A1/rig/compare.v2.mjs A18-baseline-s424242.jsonl A18-<arm>-s424242.jsonl --json=A18-ab-<arm>-s424242.json for arm in w-equal,w-graderline,w-fatheavy,w-fatcarb,w-kcalonly	424242	docs/surgery/CAMPAIGN/solver-brain/A18/A18-sweep-s424242.log
A18	MEASURED: the weight arms are NOT dormant — they change plan CONTENT while leaving the verdict count untouched (reshuffle, not no-op)	byte-identical days: w-kcalonly 419/639, w-equal 435/639, w-fatcarb 433/639, w-fatheavy 442/639, w-graderline 459/639 (180-220 days differ per arm) vs hookidentity 639/639	node A1/rig/compare.v2.mjs A18-baseline-s424242.jsonl A18-<arm>-s424242.jsonl --json=A18-ab-<arm>-s424242.json; field byteIdentical	424242	docs/surgery/CAMPAIGN/solver-brain/A18/A18-ab-w-kcalonly-s424242.json
A18	REPLICATION (MEASURED): the destructive weight probe w-kcalonly {kcal:1,protein:0,fat:0,carb:0} is a 0.00 pt null at a SECOND seed	seed 20260730: satisfiable 417/536 -> 417/536; delta 0.00 pts [-1.03,+1.03]; b=4 c=4; byte-identical 426/639	cd A1/rig; DATABASE_URL=file:<abs>/A18/dev.db BRAIN=off A18_EDITS=w-kcalonly node --require ../../A18/a18-hook.cjs runRig.mjs --agent=A18 --pop=personas --seed=20260730 --label=w-kcalonly --out=<abs>/A18/A18-w-kcalonly-s20260730.jsonl --quiet then node A1/rig/compare.v2.mjs A18-baseline-s20260730.jsonl A18-w-kcalonly-s20260730.jsonl --json=A18-ab-w-kcalonly-s20260730.json	20260730	docs/surgery/CAMPAIGN/solver-brain/A18/A18-ab-w-kcalonly-s20260730.json
A18	MEASURED: day-level protein hinge in mealSolver.js is worth 0.00 pts (negative control p-daysym breaks it, nothing happens)	satisfiable 413/536 -> 413/536; delta 0.00 pts [-0.73,+0.73]; b=2 c=2; byte-identical 428/639	node A1/rig/compare.v2.mjs A18-baseline-s424242.jsonl A18-p-daysym-s424242.jsonl --json=A18-ab-p-daysym-s424242.json	424242	docs/surgery/CAMPAIGN/solver-brain/A18/A18-ab-p-daysym-s424242.json
A18	MEASURED: SLOT-level protein hinge in weeklyPlanner.js IS load-bearing — negative control p-slotsym costs 4.29 pts (only arm past the C14 3.5 pt floor besides c-firstfit)	satisfiable 413/536 -> 390/536; delta -4.29 pts [-6.72,-1.87]; b=34 c=11; byte-identical 297/639	node A1/rig/compare.v2.mjs A18-baseline-s424242.jsonl A18-p-slotsym-s424242.jsonl --json=A18-ab-p-slotsym-s424242.json	424242	docs/surgery/CAMPAIGN/solver-brain/A18/A18-ab-p-slotsym-s424242.json
A18	MEASURED: rig sensitivity floor established by negative control c-firstfit (COMPOSITION_GOOD_ENOUGH 0.05 -> 999, pure first-fit)	satisfiable 413/536 -> 280/536; delta -24.81 pts [-29.41,-20.22]; b=162 c=29; byte-identical 84/639	node A1/rig/compare.v2.mjs A18-baseline-s424242.jsonl A18-c-firstfit-s424242.jsonl --json=A18-ab-c-firstfit-s424242.json	424242	docs/surgery/CAMPAIGN/solver-brain/A18/A18-ab-c-firstfit-s424242.json
A18	MEASURED: tightening the slot composition early-accept (c-strict, COMPOSITION_GOOD_ENOUGH 0.05 -> 0) is UNRESOLVED-null, not a win	satisfiable 413/536 -> 415/536; delta +0.37 pts [-1.34,+2.09]; b=10 c=12; below the C14 3.5 pt floor	node A1/rig/compare.v2.mjs A18-baseline-s424242.jsonl A18-c-strict-s424242.jsonl --json=A18-ab-c-strict-s424242.json	424242	docs/surgery/CAMPAIGN/solver-brain/A18/A18-ab-c-strict-s424242.json
A18	MEASURED: the C8 structural lever (give the no-fit FALLBACK rank a fat/carb term) is the best positive arm but stays UNRESOLVED at two seeds	s424242 +0.75 pts [-0.89,+2.38] b=8 c=12 (413->417/536); s20260730 +0.75 pts [-1.26,+2.75] b=13 c=17 (417->421/536); both below the C14 3.5 pt floor	node A1/rig/compare.v2.mjs A18-baseline-s424242.jsonl A18-s-fallbackcomp-s424242.jsonl --json=A18-ab-s-fallbackcomp-s424242.json and node A1/rig/compare.v2.mjs A18-baseline-s20260730.jsonl A18-s-fallbackcomp-s20260730.jsonl --json=A18-ab-s-fallbackcomp-s20260730.json	424242+20260730	docs/surgery/CAMPAIGN/solver-brain/A18/A18-ab-s-fallbackcomp-s20260730.json
A18	MULTIPLE COMPARISONS (DERIVED): no correction was needed — zero of 11 arms produced a POSITIVE delta above the C14 3.5 pt floor even uncorrected	max positive delta across 11 arms = +0.75 pts (s-fallbackcomp); the only two arms past 3.5 pts are pre-registered NEGATIVE controls (c-firstfit -24.81, p-slotsym -4.29), so there is no winner to correct for or to replicate as a win	arithmetic over the 11 A18-ab-*-s424242.json deltaPaired.d values	424242	docs/surgery/CAMPAIGN/solver-brain/A18/A18-sweep-s424242.csv
A18	INSTRUMENT CHECKS, all 14 A18 runs (11 arms + baseline + optdormant + 2 replications)	verdict-disagreements 0 / kcal-drift>1 0 / crashes 0 / invalid records 0 / compare problems 0 on every pair	[rig] INSTRUMENT CHECKS line on every run; problems[] in every A18-ab-*.json	all	docs/surgery/CAMPAIGN/solver-brain/A18/
A18	C18 compliance	A18/dev.db never re-copied; dbHash e55f52e53658a086 on baseline and on all 11 arms and both seed-20260730 replications; checkdb.mjs never invoked, --fix never run	head -1 A18-*.jsonl -> run.dbHash; baselineHeader/treatmentHeader.dbHash in every A18-ab-*.json	all	docs/surgery/CAMPAIGN/solver-brain/A18/dev.db
A18	SCOPE NOTE (MEASURED): backend/src was never written — all patching is in-memory via Module._extensions hook	git status --porcelain backend/src returns no A18 modification; hook reads with fs.readFileSync and calls mod._compile on the patched string	git status --porcelain backend/src	all	docs/surgery/CAMPAIGN/solver-brain/A18/a18-hook.cjs
A19	FORK VALIDITY: A19 re-implementation of generateBestWeekPlan/generateHorizonPlan reproduces A1 runRig baseline verdicts exactly	0 day-verdicts differ, 639/639; 413/536 sat both sides; only field difference is A19-added poolAfterPrep	node A1/rig/compare.v2.mjs A19/A19-baseline-s424242.jsonl A19/A19-forkweek-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A19/A19-ab-forkvalidity-s424242.json
A19	dayN (per-day best-of-N harvest across the rolls the loop ALREADY ran, repeat cap enforced greedily) vs fork baseline, satisfiable-only	+2.62 pts (77.1% -> 79.7%), McNemar b=15 c=29 n=534, paired 95% CI +0.20..+5.05	node A1/rig/compare.v2.mjs A19/A19-forkweek-s424242.jsonl A19/A19-dayN-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A19/A19-ab-dayN-s424242.json
A19	dayN vs fork baseline, satisfiable-only	+4.14 pts (77.8% -> 81.9%), McNemar b=9 c=31, paired 95% CI +1.83..+6.44	node A1/rig/compare.v2.mjs A19/A19-forkweek-s20260730.jsonl A19/A19-dayN-s20260730.jsonl	20260730	docs/surgery/CAMPAIGN/solver-brain/A19/A19-ab-dayN-s20260730.json
A19	dayN vs fork baseline, satisfiable-only	+1.87 pts (78.0% -> 79.9%), McNemar b=10 c=20, paired 95% CI -0.13..+3.87 (spans zero)	node A1/rig/compare.v2.mjs A19/A19-forkweek-s8675309.jsonl A19/A19-dayN-s8675309.jsonl	8675309	docs/surgery/CAMPAIGN/solver-brain/A19/A19-ab-dayN-s8675309.json
A19	DERIVED three-seed mean of the dayN delta; every seed below the C14 3.5-pt two-directional floor except 20260730	(2.62+4.14+1.87)/3 = +2.88 pts satisfiable-only; range 1.87..4.14	arithmetic on the three compare.v2 runs above	424242,20260730,8675309	docs/surgery/CAMPAIGN/solver-brain/A19/
A19	dayNstrict (hill-climb from the winning week; a day is swapped only if the WHOLE week still respects DEFAULT_REPEAT_CAP=2) vs fork baseline, satisfiable-only	+1.68 pts at ALL THREE seeds, McNemar b=0 c=9 each; one-directional, never loses a day	node A1/rig/compare.v2.mjs A19/A19-forkweek-s<SEED>.jsonl A19/A19-dayNstrict-s<SEED>.jsonl	424242,20260730,8675309	docs/surgery/CAMPAIGN/solver-brain/A19/A19-ab-dayNstrict-s424242.json
A19	The identical c=9 at three seeds is a coincidence, not a stuck instrument: the flipped dayKey sets are disjoint	0 dayKeys common to all three seeds; s424242 p000#5,p000#6,p034#6,p047#4,p067#3,p067#5,p070#4,p128#3,p245#6 vs s8675309 p000#1,p000#3,p034#1,p034#5,p047#1,p047#4,p047#5,p245#0,p245#4; capBlocked differs 99/106/76	node -e (dayKey set intersection over the three dayNstrict arms)	424242,20260730,8675309	docs/surgery/CAMPAIGN/solver-brain/A19/A19-analyze.mjs
A19	ORACLE UPPER BOUND (NOT an achievable rate): share of days for which AT LEAST ONE of the best-of-N week rolls already landed in band, variety cap ignored, satisfiable-judged n=536	87.7% / 89.0% / 86.8% vs baseline 77.1% / 77.8% / 78.0% -> headroom +10.6 / +11.2 / +8.8 pts (mean +10.2)	node A19-run.mjs --mode=week --probe=A19-probe-s<SEED>.jsonl ; node A19-analyze.mjs	424242,20260730,8675309	docs/surgery/CAMPAIGN/solver-brain/A19/A19-probe-s424242.jsonl
A19	ORACLE UPPER BOUND, all-judged-days n=622	79.1% / 80.2% / 78.1% vs baseline 69.8% / 70.4% / 70.3% -> headroom +9.3 / +9.8 / +7.8 pts	node A19-analyze.mjs	424242,20260730,8675309	docs/surgery/CAMPAIGN/solver-brain/A19/A19-analyze.mjs
A19	Days on which NO roll landed in band (the pool/target could not do it under greedy per-slot filling at any of the N restarts), satisfiable planned days n=553	83 / 76 / 88 (15.0% / 13.7% / 15.9%)	node A19-analyze.mjs	424242,20260730,8675309	docs/surgery/CAMPAIGN/solver-brain/A19/A19-probe-s424242.jsonl
A19	REACH OF THE LEVER: the day-mixing lever exists only in windows that ran more than one roll; the rest early-exit on the first roll	120/250, 121/250, 122/250 windows ran >1 roll; mean rolls per window 2.70 / 2.66 / 2.66 of a 5-attempt budget	node A19-analyze.mjs	424242,20260730,8675309	docs/surgery/CAMPAIGN/solver-brain/A19/A19-analyze.mjs
A19	DISQUALIFIER for naive dayN: it breaks the weekly variety contract	seed 424242: 189 days switched, 436 candidate-days rejected by the cap, 28 windows breached the per-window repeat cap, 24/250 customers ended with varietyCapHeld=false, 177 consecutive-day duplicate slots	node A19-analyze.mjs	424242	docs/surgery/CAMPAIGN/solver-brain/A19/A19-probe-dayN-s424242.jsonl
A19	dayNstrict breaks nothing: variety contract intact at all three seeds	0 windows cap-breached, 0/250 customers with varietyCapHeld=false, 0 mixes rejected; 9 days switched, 99/106/76 candidate-days cap-blocked	node A19-analyze.mjs	424242,20260730,8675309	docs/surgery/CAMPAIGN/solver-brain/A19/A19-probe-strict-s424242.jsonl
A19	C9 CONFIRMED, direction of the flips: day-selection IS a mechanism that moves a day DOWN	dayN gained days 29/32/22 (83 total), 70 of 83 lowered day kcal, mean delta -156 / -209 / -320 kcal; dayNstrict 27 gained, 22 of 27 lowered kcal, mean -174 / -473 / -593	node A19-analyze.mjs	424242,20260730,8675309	docs/surgery/CAMPAIGN/solver-brain/A19/A19-analyze.mjs
A19	C9/A5-sub-prediction-1 CONFIRMED: every day the mechanism rescued was OVER band, never short	83/83 dayN-gained and 27/27 dayNstrict-gained days carried at least one OVER violation in the baseline; 82/83 involved a fat-over or carb-over miss; exactly 1 of 83 failed on kcal alone; 1 of 83 carried protein-short	node A19-analyze.mjs	424242,20260730,8675309	docs/surgery/CAMPAIGN/solver-brain/A19/A19-analyze.mjs
A19	A5 sub-prediction 3 (weak Pareto, never worse) FALSIFIED for naive dayN: days are NOT independent because they share a week-level variety budget	dayN LOST 15 / 9 / 12 previously-in-band days (34 total); 29 of 34 lost days rose in kcal, mean +134 / +133 / +120	node A1/rig/compare.v2.mjs (b counts) + node A19-analyze.mjs	424242,20260730,8675309	docs/surgery/CAMPAIGN/solver-brain/A19/A19-analyze.mjs
A19	Bound-pinned share of missed days barely moves under dayN — the mechanism does not touch the 0.5x/2.0x box (A5 §3 reasoning)	forkweek: 188 missed, 168 anyPinned (89.4%), atLo 112 atHi 109. dayN: 174 missed, 158 anyPinned (90.8%), atLo 103 atHi 99	node A19-analyze.mjs	424242	docs/surgery/CAMPAIGN/solver-brain/A19/A19-analyze.mjs
A19	INSTRUMENT CHECKS, all 11 A19 arms	verdict-disagreements 0 / kcal-drift>1 0 / crashes 0 / silent-miss 0 / invalid records 0 on every arm; no honesty regression	[A19] INSTRUMENT CHECKS line on every run + compare.v2.mjs instrument block	all	docs/surgery/CAMPAIGN/solver-brain/A19/
A19	C18 compliance	checkdb.mjs NEVER invoked and --fix never run; prepareAgentDb reused the existing copy; all 11 arms carry run.dbHash e55f52e53658a086 and foodFingerprint 423e7279ed6af641; the two 07-31 forkweekP re-runs are byte-identical to the 07-30 forkweek arms (0/639 records differ)	head -1 A19-*.jsonl -> run.dbHash; node -e record diff forkweek vs forkweekP	20260730,8675309	docs/surgery/CAMPAIGN/solver-brain/A19/dev.db
A19	SCOPE LIMIT: this is day-level SELECTION, not a joint MILP. Within-day slot sequencing is unchanged	the measured deltas bound the cost of the WEEK-level argmax discarding good days; they do not bound the cost of greedy slot-by-slot filling inside a day	A19-run.mjs bestWeekPlan() modes dayN/dayNstrict operate on already-solved day plans	all	docs/surgery/CAMPAIGN/solver-brain/A19/A19-run.mjs
A18	SCOPE NOTE CORRECTION (MEASURED): git status shows M on mealSolver.js and weeklyPlanner.js, but those predate A18 (present in the session-start snapshot on branch fix/audit-remediation). A18 wrote nothing: all three swept constants are still at shipped values and no patched text exists on disk	mealSolver.js:127 still {kcal:0.46,protein:0.3,fat:0.12,carb:0.12}; weeklyPlanner.js:458 still COMPOSITION_GOOD_ENOUGH=0.05; optimizer.js:42/:81 still {kcal:1,protein:1,fat:0.1,carb:0.1}; grep for __a18r and the kcalonly literal across backend/src/lib returns empty	grep -n "const SCORE_WEIGHTS" backend/src/lib/mealSolver.js; grep -n "const COMPOSITION_GOOD_ENOUGH" backend/src/lib/weeklyPlanner.js; grep -n "const w = weights ||" backend/src/lib/brain/optimizer.js; grep -n "__a18r" backend/src/lib/*.js	all	docs/surgery/CAMPAIGN/solver-brain/A18/a18-hook.cjs
A16	MEASURED: vegetarian whole-food enrichment curve, satisfiable-only, paired McNemar vs A16 baseline 413/536=77.1 pct	N5 +5.04pts (b=6 c=33) | N10 +5.60 (b=9 c=39) | N20 +7.09 (b=8 c=46) | N40 +7.28 (b=9 c=48) | N68 +8.02 (b=11 c=54) -> 456/536=85.1 pct	node A1/rig/compare.v2.mjs A16/A16-baseline-s424242.jsonl A16/A16-enrich-vegetarian-N{5,10,20,40,68}-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-cmp-vegetarian-N68.json
A16	MEASURED: vegan whole-food enrichment curve, satisfiable-only, paired McNemar vs the same baseline	N5 +4.29pts (b=6 c=29) | N10 +6.90 (b=1 c=38) | N20 +7.28 (b=5 c=44) | N40 +9.70 (b=10 c=62) -> 465/536=86.8 pct	node A1/rig/compare.v2.mjs A16/A16-baseline-s424242.jsonl A16/A16-enrich-vegan-N{5,10,20,40}-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-cmp-vegan-N40.json
A16	MEASURED: ONE simulated protein-concentrate Food row (Nutritional Yeast) plus k recipes beats both whole-food curves	N1 +2.61pts (b=9 c=23, UNRESOLVED under C14) | N2 +4.48 (b=12 c=36) | N4 +7.84 (b=12 c=54) = 84.9 pct | N8 +10.45 (b=5 c=61) = 87.5 pct	A16_CONC_MODE=recipes A16_CONC_N=k A16_CONC_MAXG=30 node A1/rig/runRig.mjs --agent=A16 --seed=424242 --label=conc-recipes-Nk --treatment=../../A16/A16-concentrate.mjs ; node A1/rig/compare.v2.mjs	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-cmp-conc-recipes-N8.json
A16	DERIVED (linear interpolation between adjacent measured arms): authoring volume to reach 85 pct satisfiable-only from 77.1 pct	concentrate ~4 recipes (N4=84.9, N8=87.5) | vegan whole-food ~26 (N20=84.3, N40=86.8) | vegetarian whole-food ~65 (N40=84.3, N68=85.1). Concentrate is 6.5x cheaper than vegan and 16x cheaper than vegetarian.	arithmetic: 4+4*(85.0-84.9)/(87.5-84.9)=4.15 ; 20+20*(85.0-84.3)/(86.8-84.3)=25.6 ; 40+28*(85.0-84.3)/(85.1-84.3)=64.5	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-cmp-conc-recipes-N4.json
A16	MEASURED: the enrichment curve flattens by N~4-8 (concentrate) and by N~5-20 (whole food) - marginal points per added recipe	concentrate 2.61 / 1.87 / 1.68 / 0.65 pts-per-recipe over 0-1 / 1-2 / 2-4 / 4-8. vegetarian 1.008 / 0.112 / 0.149 / 0.010 / 0.026 over 0-5 / 5-10 / 10-20 / 20-40 / 40-68. Not monotone: vegan rebounds 0.038 (10-20) to 0.121 (20-40).	arithmetic on the compare.v2.mjs deltas in the three rows above	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-cmp-vegetarian-N68.json
A16	MEASURED: CONTRADICTS reading C11 as an authoring instruction - vegetarian-corner recipes do NOT mainly help vegetarians	vegetarian-N68: of 54 gained days, 44.4 pct land on dietStyle=none, 18.5 pct vegan, 13.0 pct kosher, 11.1 pct mediterranean, only 9.3 pct (5 days) on vegetarian. Vegetarian personas move 63.2 -> 64.9 pct (+1.7pts, n=57, b=4 c=5) = UNRESOLVED under C14.	node A16-flips.mjs A16-baseline-s424242.jsonl A16-enrich-vegetarian-N68-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-flips.mjs
A16	MEASURED: keto and carnivore admit ZERO synthetic rows and gain ZERO days in every arm - corroborates C11 that authoring keto recipes buys little	keto n=46 stays 63.0 pct and carnivore n=3 stays 0.0 pct across vegetarian-N5, vegetarian-N68, vegan-N5, vegan-N40 and conc-N8; keto synSlots=0 in all five	node A16-flips.mjs A16-baseline-s424242.jsonl <each arm>	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-flips.mjs
A16	MEASURED (C16 mandatory): pool-mode leak check of the whole-food catalogue against oracle.mjs AUDIT_ALLERGENS over 250 personas	vegetarian 68 rows / 9621 admissions leaks=0 ; vegan 40 rows / 5870 admissions leaks=0 ; none 80 rows / 9924 admissions leaks=0	node A16-leakcheck-v2.mjs --mode=pool --corner={vegetarian,vegan,none} --n=80	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-leak-v2-pool-vegetarian-N80.json
A16	MEASURED (C16 mandatory): shipped-plan leak counts do NOT rise under enrichment and no synthetic row ever leaked	baseline 5 leaks / 2818 slots ; veg-N20 1 ; veg-N68 3 (438 synthetic slots) ; vegan-N20 4 ; vegan-N40 1 (418 synthetic slots) ; conc-N8 0 of 358 concentrate slots. Every hit is a pre-existing real recipe.	node A16-leakcheck-v2.mjs --mode=shipped --jsonl=<arm> ; node A16-conc-leakcheck.mjs A16-conc-recipes-N8-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-conc-leakcheck.json
A16	MEASURED INSTRUMENT FAULT in my own tool, recorded not hidden: A16-leakcheck-v2.mjs cannot resolve concentrate-arm slots	against A16-conc-recipes-N8 it reported unknown-ids 358 and inspected only 2552 of 2910 slots; the gap is closed by A16-conc-leakcheck.mjs which checked 358/358 and found 0 leaks	node A16-leakcheck-v2.mjs --mode=shipped --jsonl=A16-conc-recipes-N8-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-conc-leakcheck.json
A16	MEASURED: 4 of the 5 baseline oracle leak hits are FALSE POSITIVES of the audit list, not engine defects	oracle.mjs:59 nuts list contains "nut butter" and :68 sets AUDIT_ALLERGENS["tree nuts"] = AUDIT_ALLERGENS.nuts, so "Peanut Butter" matches tree-nuts although CLAUDE.md states peanuts are not tree nuts; the 5th hit is "Egg Plants" matching the vegan egg term	grep -n "tree nuts" backend/scripts/qc/oracle.mjs ; node A16-leakcheck-v2.mjs --mode=shipped --jsonl=A16-baseline-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-leak-v2-shipped-A16-baseline-s424242.json
